Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,description,stage_label,agt_type,agt_dat,PAX_Hyperlink,PDF_Hyperlink,PAX_Generate_PDF,year,stage_scale
Democratic Republic of Congo,Government,31,DRC: Eastern DRC processes,Africa (excl MENA),893,1,"Accord Cadre pour la Paix en Ituri entre le Gouvernment de la Republique Democratique du Congo et les Groupes Armes de l'Ituri (MRC, FNI, et FRPI)",2006-11-29,Multiparty signed/agreed,2,3796,Intra,SubComp,FrAg,"Pour le Gouvernement de la République Démocratique du Congo
M. Alexandre Mwarabu
Pour le Mouvement Révolutionnaire Congolais (MRC)
Colonel Mathieu Ngudjolo
Pour le Front des Nationalistes et Integrationnistes (FNI)
Colonel Peter Kharim
Pour les Forces de Résistance Patriotique en Ituri (FRPI)
","Sous l’observation et la facilitation de la MONUC, M. Charles Gomis",,COD,,490.0,,283,,,,No,"This framework agreement provides for commitments from the government, specifically drafting an amnesty law, supporting the DDR process, integration of Chief of Staff in the Army; armed groups commitments to adhere to the DDR programme, to accept the presence of child  protection organisations, renounce to the armed movement in these areas and have everyone accept the principles of ‘Bunia, Aveba et Kawandroma villes sans armes’ (cities without arms) and to immediately stop the mistreatment of the civilian population.","Framework-substantive, comprehensive",Intrastate,"Accord Cadre pour la Paix en Ituri entre le Gouvernment de la Republique Democratique du Congo et les Groupes Armes de l'Ituri (MRC, FNI, et FRPI) (2006-11-29)",https://www.peaceagreements.org/view/893,https://www.peaceagreements.org/viewmasterdocument/893,https://www.peaceagreements.org/generateAgreementPDF/893,2006,7
Democratic Republic of Congo,Government,31,DRC: Eastern DRC processes,Africa (excl MENA),895,1,"Compte Rendu de la Rencontre Entre la Delegation du Gouvernement de la RDC Conduite par le Ministre de la Defence et la Delegation du Group Arme du Commandant Cobra Matata, en Presence de la MONUC a Aveba",2006-11-18,Multiparty signed/agreed,1,1788,Intra,Pre,Prin,"Pour le Gouvernement de la RDC: [Unreadable]
Pour le Groupe du Commandant Cobra Matata: [Unreadable]","Sous la facilitation de la MONUC: Le General Christian Houdet, Chef d'Etat Major de la MONUC",,COD,,490.0,,283,,,,No,"This short hand written agreement defines principles to lead to the demobilisation and integration of the group of Commandant Cobra Matata. It defines principles in relations to the integration of Cobra Matata's members into the armed forces;  the process of arms verification; handing over children to child protection organisations; stop mistreatment of civilians, and designation of 2 liaison officers. ",Pre-negotiation,Intrastate,"Compte Rendu de la Rencontre Entre la Delegation du Gouvernement de la RDC Conduite par le Ministre de la Defence et la Delegation du Group Arme du Commandant Cobra Matata, en Presence de la MONUC a Aveba (2006-11-18)",https://www.peaceagreements.org/view/895,https://www.peaceagreements.org/viewmasterdocument/895,https://www.peaceagreements.org/generateAgreementPDF/895,2006,1
Democratic Republic of Congo,Government,31,DRC: Eastern DRC processes,Africa (excl MENA),896,1,"Dispositions Pratiques Additives a L'Accord Signé a Kambutso le 26 Juillet 2006, entre le Gouvernement de la RDC et le MRC, en presence de la MONUC",2006-11-16,Multiparty signed/agreed,1,1394,Intra,Imp,ExtSub,"Pour le Governement de la RDC
Colonel Mukunto Kiyana Tim
Conseiller Militaire
Bureau du Président de la République

Pour le MCR
Colonel Mathieu Ngudjolo



","Pour la MONUC
Charles Gomis
Facilitateur",,COD,,490.0,,283,,,,No,"This is an addition to the agreement signed on 26/07/2006 between the MRC and the RDC government. It provides for an information campaign to regroup MRC contingents, transport facilities and budget for the campaign, identity cards for civilian population, formalisation of the amnesty for MRC members and presence of specialised units for the protection of children. ",Implementation,Intrastate,"Dispositions Pratiques Additives a L'Accord Signé a Kambutso le 26 Juillet 2006, entre le Gouvernement de la RDC et le MRC, en presence de la MONUC (2006-11-16)",https://www.peaceagreements.org/view/896,https://www.peaceagreements.org/viewmasterdocument/896,https://www.peaceagreements.org/generateAgreementPDF/896,2006,5
Democratic Republic of Congo,Government,31,DRC: Eastern DRC processes,Africa (excl MENA),894,1,Accord entre le CoRDC et le Mouvement Revolutionnaire Congolais (MRC) en Presence de la MONUC,2006-07-26,Multiparty signed/agreed,1,1370,Intra,SubPar,FrparOth,"Pour le GoRDC
Colonel Mukunto Kiyana-Tim
Conseiller Militaire, Bureau du Président de la République

Pour le MCR
Mathieu Ngudjolo

","Pour la MONUC
Facilitateur Observateur
Charles Gomis ",,COD,,490.0,,283,,,,No,"This short agreement provides for a general amnesty for all MRC members engaged in the process, their integration in the FARDC, and the establishment of mixed technical committee.","Framework-substantive, partial",Intrastate,Accord entre le CoRDC et le Mouvement Revolutionnaire Congolais (MRC) en Presence de la MONUC (2006-07-26),https://www.peaceagreements.org/view/894,https://www.peaceagreements.org/viewmasterdocument/894,https://www.peaceagreements.org/generateAgreementPDF/894,2006,3
Democratic Republic of Congo,Government,28,DRC: Second Congo war process,Africa (excl MENA),404,1,Intercongolese Negotiations: The Final Act ('The Sun City Agreement'),2003-04-02,Multiparty signed/agreed,95,160269,Intra,SubComp,FrAg,"For the Government of the Democratic Republic of Congo
Léonard She Okitundu

For the Congolese Rally for Democracy
Adolphe Onusumba Yemba

For the Movement of Liberation of Congo
Jean-Pierre Bemba Gombo

For the Congolese Rally for Democracy/Movement of Liberation
1. Koloso Sumaili 
2. Tibasima Mbongemu Ateenyi
3. Wamba Dia Wamba

For the Congolese Rally for Democracy/National
Roger Lumbala

For the Mai Mai
Anselme Enerunga

For the Forces Vives of the Nation 
1.	Dr Rev Jean Luc Kuye Ndondo Wa Mutemera 
2.	Philippe Dinzolele Nzambi 
3.	Pierre Anatole Matusila 
4.	Bahati Lukwebo 
5.	Gertrude Biyaya Ndaya Kazadi

For the Unarmed Political Opposition
CODEP	Raymond Tshibanda
COPACO - Christophe Tshimanga
COPOC - Bembe M Bathy
CPR/AL - Alphonse Lupumba
DFC - Venant Tshipasa Vangi Sivavi
EGO - Arthur Z’Ahidi Ngoma
FCI - Nicolas Georges Badingaka Mobiani
FONUS - Joseph Olengankoy
FPC - Aziz Kumbi
FRUONAR - Cyprien Rwakabuba Shinga
FSD - Eugéne Diomi Ndongala
G14 - Kabamba Mbebwe, Kumbu Ki Lutete
GNPO - Denis Katalay
MNC/L - Francois Lumumba
MPI - Justin-Marie Bomboko Lokumba
MPR-Fait Privé - Catherine Nzuzi wa Mbombo
MSDD - Christophe Lutundula
PALU - Antoine Gizenga
PDSC - André Bo-Boliko
RMI - Franck Diongo
ROC - Ingele Ifoto
ROM - Patrice-Aimé Sesanga
UDPS - Etienne Tshisekedi
UNAFEC - Honorius Kisimba Ngoy
UODC - Binda Phumu

For the External Political Opposition
1.	Gerard Kamanda wa Kamanda 
2.	Alafuele Kalala 
3.	Francois Tshipamba Mpuila 
4.	W’Otete Otete Omanga
5.	O. Muyima","Witness
The Facilitator Sir Ketumile Masire

For the African Union H.E. Mr Thabo Mbeki Chairman of the African Union

For the United Nations H.E. Moustapha Niasse Special Envoy of the Secretary-General on the Inter-Congolese Dialogue","Page 1, Untitled Preamble:
RECALLING the LUSAKA Agreement for a ceasefire in the Democratic Republic of Congo, signed in Lusaka on 10 July, 30 July and 31 August 1999;

Page 2, Article 1:
...
2. The Global and Inclusive Agreement signed in Pretoria on 17 December 2002, together with the Additional Memorandum on the Army and Security, signed in Pretoria on 6 March 2003.
RECALLING the Declaration of Fundamental Principles signed in Lusaka on 4 May 2001, by the Parties to the aforementioned Agreement;
RECALLING the Act of Commitment signed in Gaborone on 24 August 2001 by the representatives of the components and entities to the Inter-Congolese Political Negotiations;

Page 2, ARTICLE 2:
The Parties commit themselves to refrain from any act or conduct contrary to the provisions of the Lusaka Agreement and of the instruments mentioned in Article 1 above, and to spare no effort in ensuring that the said provisions are respected and implemented in their letter and spirit.
In that regard, the Parties further commit themselves to the earliest possible installation of the Transitional Government and other institutions, as envisaged in the said Global and Inclusive Agreement.

Page 11-12, 1. Resolution No DIC/CPJ/01, RELATING TO THE GLOBAL AND INCLUSIVE AGREEMENT ON THE TRANSITION IN THE DRC, SIGNED IN PRETORIA ON 17 DECEMBER 2992, AND THE MEMORANDUM ADDITIONAL THERETO SIGNED ON 6 MARCH 2003:
CONSIDERING the Agreement for a Ceasefire in the DRC, signed on 10 July, 30 July and 31 August 1999;
RECALLING the Declaration of the Fundamental Principles of the Inter-Congolese Political Negotiations signed at Lusaka on 4 May 2001, by the parties signatory to the Agreement mentioned above;
RECALLING the Gaborone Act of Commitment signed by the representatives of the components at the Inter-Congolese Political Negotiations on 24 August 2001;
[...]
CALL ON the international community to maintain its interest and support by accompanying the efforts of the Transitional Government authorities and the people of the DRC in order to ensure the consolidation of peace and stability in the DRC.
REQUEST the transitional institutions to ensure the full and faithful implementation of the said Global and Inclusive Agreement on the Transition in the DRC, as well as the Additional Memorandum on the Army and Security.


",COD,,490.0,,283,1290,,905,Yes,"Parties accept as binding the 36 resolutions adopted by the Inter-Congolese Dialogue (listed in annex 1), the Global and Inclusive Agmt signed in Pretoria (2002), and the Constitution of the Transition (April 1, 2003).","Framework-substantive, comprehensive",Intrastate,Intercongolese Negotiations: The Final Act ('The Sun City Agreement') (2003-04-02),https://www.peaceagreements.org/view/404,https://www.peaceagreements.org/viewmasterdocument/404,https://www.peaceagreements.org/generateAgreementPDF/404,2003,7
Democratic Republic of Congo,Government,28,DRC: Second Congo war process,Africa (excl MENA),1303,1,Draft Constitution of the Transition,2003-04-01,Multiparty signed/agreed,60,93134,Intra,SubComp,FrCons,"For the Rassemblement Congolais pour la Démocratie / Mouvement de Libération du Congo (RCD-ML): (three signatories all illegible)

For the Rassemblement Congolais pour la Démocratie/National (RCD-N): 
[Signature illegible] 
 
For the Maï-Maï: 
 
Subject to reservations: - Problem of nationality, idea of an “integrated nation”, the Head of State has to be the Head of Government at the same time. 

29 SIGNATORIES For the Political Opposition (no signatures in the document)

27 SIGNATORIES For Civil Society (no signatures in the document)","WITNESSES:

His Excellency Mr Thabo Mbeki, President of the Republic of South Africa and Chairman in office of the African Union,represented by His Excellency His Excellency Mr Sydney Mufamadi, Minister of Provincial and Local Government,

His Excellency Mr Moustapha Niasse,Special Envoy of the Secretary General of the United Nations for Inter-Congolese Dialogue, representing His Excellency Mr Kofi Annan, Secretary General of the OAU 
","Page 3, TITLE I: GENERAL PROVISIONS, Article 1

The Constitution of the transition of the Democratic Republic of Congo was drawn up based on the Comprehensive and Inclusive Agreement on Transition in the Democratic Republic of the Congo.",COD,,490.0,,283,1289,,905,Yes,"The Transition Constitution, which was established as a result of the 2002 Global and Inclusive Agreement of Sun City (and was in effect until the current constitution came into force in 2006). The transition Parliament is bicameral. It entrusts the Senate of designing the draft Constitution, which will be submitted to referendum. The Senate has the mandate to act as mediator between institutions in case of political conflicts. Moreover, it sets out the composition of the Senate which shall be composed of 120 members, appointed by the ICD bodies and entitites, which shall ensure the representation of all provinces as well as women. It also sets out the role and composition of the Presidency and Vice-Presidency, Government, the National Assembly and relations between the executive power and the legislative power, and the Judiciary. It also sets out the basic rights and duties of the citizen. And establishes five institutions for the promotion of democracy, including: The Independent Electoral Commission,The National Human Rights Commission, The Media Council, The Truth and Reconciliation Commission, The Ethics and Corruption Commission.

","Framework-substantive, comprehensive",Intrastate,Draft Constitution of the Transition (2003-04-01),https://www.peaceagreements.org/view/1303,https://www.peaceagreements.org/viewmasterdocument/1303,https://www.peaceagreements.org/generateAgreementPDF/1303,2003,7
Democratic Republic of Congo,Government,28,DRC: Second Congo war process,Africa (excl MENA),455,1,"Mémorandum sur le Mécanisme pour la formation d'une Armée Nationale, Restructurée et Intégrée",2003-03-06,Multiparty signed/agreed,3,5005,Intra,SubPar,Iss,"There is no signing parties on the document, presumably the same as for the global and inclusive agreement it refers to.",,- Global and Inclusive Agreement on Transition in the Democratic Republic of Congo,COD,,490.0,,283,,,905,No,This memorandum is the application of paragraph 6 chap III and chap IV of the global and inclusive agreement on the transition of DRC about the formation of a restructured and integrated national army. It also provides for the protection of transitional institutions.,"Framework-substantive, partial",Intrastate,"Mémorandum sur le Mécanisme pour la formation d'une Armée Nationale, Restructurée et Intégrée (2003-03-06)",https://www.peaceagreements.org/view/455,https://www.peaceagreements.org/viewmasterdocument/455,https://www.peaceagreements.org/generateAgreementPDF/455,2003,3
Democratic Republic of Congo,Government,28,DRC: Second Congo war process,Africa (excl MENA),394,1,Global and Inclusive Agreement on Transition in the Democratic Republic of Congo ('The Pretoria Agreement'),2002-12-16,Multiparty signed/agreed,20,35179,Intra,SubPar,MultIss,"the Government of the Democratic Republic of the Congo, the Congolese Rally for Democracy (RCD), the Movement for the Liberation of the Congo (MLC), the political opposition, civil society, the Congolese Rally for Democracy/Liberation Movement (RDC/ML), the Congolese Rally for Democracy/National (RCD/N), the Mai-Mai;","Page 2, PREAMBLE

CALLING on the following persons to bear witness: His Excellency Mr Ketumile MASIRE, neutral facilitator in the Inter-Congolese Dialogue, His Excellency Mr Koffi ANNAN, Secretary-General of the United Nations Organisation, represented by His Excellency Mr Moustapha NIASSE, Special Envoy of the Secretary-General of theUnited Nations for the Inter-Congolese Dialogue, His Excellency Mr Thabo MBEKI, President of the Republic of South Africa and current Chairman of the African Union;","Page 2, PREAMBLE

CONSIDERING the Agreement on a ceasefire in the Democratic Republic of the Congo signed in Lusaka on 10, 30 and 31 July 1999;",COD,,490.0,,283,1005,,905,Yes,"Parties commit to peaceful resolution of DRC crisis, creating restructured national army, disarming armed groups and withdrawing foreign forces,","Framework-substantive, partial",Intrastate,Global and Inclusive Agreement on Transition in the Democratic Republic of Congo ('The Pretoria Agreement') (2002-12-16),https://www.peaceagreements.org/view/394,https://www.peaceagreements.org/viewmasterdocument/394,https://www.peaceagreements.org/generateAgreementPDF/394,2002,3
Democratic Republic of Congo,Government,28,DRC: Second Congo war process,Africa (excl MENA),623,1,Accord Politique pour la gestion consensuelle de la transition en République Démocratique du Congo,2002-04-19,Multiparty signed/agreed,9,31526,Intra,SubPar,MultIss,"Pour le gouvernement de la République Démocratique du Congo
Augustin Katumba Mwanke
Pour le Mouvement de Libération du Congo
Olivier Kamitatu Etsu
Pour le Rassemblement Congolais pour la Démocratie-Mouvement de Libération
Ernest Wamba dia Wamba
Mbusa Nyamwisi
Kambale Bahekwa
John Tibasima Atenyi
Pour le Rassemblement Congolais pour La Démocratie-National
Roger Lumbala
Dieudonné Kahasa
Pour les Mayi Mayi 
Anselme Enerunga, porte parole du gén. Padiri
 Yaka Swedy Kosco, pour le Comdt Dunia 
Mbilizi Piko, pour le gén. Padiri 
Elias Mulungula Hobigera, représ. du gén. Alunda 
Kakule Sikuli Lafontaine, chef Mayi Mayi grand Nord 
Raphaël Luhulu Lunghe, Comdt Grégoire Kayobo 
Pour les Formations et organisations De l’Opposition politique 
CODEP 					Raymond Tshibanda
UDRC 					Mokonda Bonza
UNADEF 				Soki Fuani Eyenga	
FCI					Badingaka Nicolas 
FRUONAR 				Mulangala Médard
FSDD 					Marie Jeanne Nzola
PNCD 					Dr. Ngandu Lejabuliza
MPR fait privé 				Omari Lea Sisi
UNAFEC 				Kisimba Ngoy
PDSC 					André Bo-Boliko
ROM					Patrice Aimé Sesanga
FSD/DC 				Eugène Diomi Ndongala
EGO et ROC 				Arthur Z’Ahidi Ngoma
MSDD 					Christophe Lutundula
FCN/CAD 				Gérard Kamanda
PIONNIERS 				Justin-Marie Bomboko
FPC 					Aziz Kumbi
DCF/N 					Venant Tshipasa
Opp. Pol.ext./ Afrique 			Prof. N.Y. Muyima
Pour les Forces Vives 
Société Civile/Equateur 			Yves Mobando 
Société Civile 				Jean Batoma 
Société Civile/Katanga 			Déo Flwanakibulu Ngoy 
Société Civile/Bandundu 		Sylvain Delma Mbo 
Forces Vives/Sud Kivu 			Mwami Kabare 
Forces Vives/FEC		 	Athanase Matenda 
Société Civile/Kinshasa 			Bahati Lukwebo 
Société Civile/Maniema 		Bernard Tabezi Pene Magu 
Société Civile/Sud Kivu 			Gervais Chirhalwirwa 
Société Civile/Katanga-Kalemie 		Jean Manda Kansabala 
Société Civile/Katanga 			Jacqueline Rumbu 
Chef de délégation Soc.Civ. Katanga 	Mgr Ngoyi 
Bâtonnier 				Moka Ngolo 
L’Intersyndicale du Congo 		Steve Mbikayi 
Société Civile/Equateur 			Gertrude Ekumbe Ekolo 
Société Civile/Ituri 			Henriette Dhesi Dile 
Société Civile/Province orientale 	Béatrice Lomeya 
Société Civile/Katanga 			Vicky Katumwa 
Société Civile/Intersyndicale 		Chérubin Okende Senga 
Société Civile/Province de Kinshasa 	Marie Madeleine Kalala
Société Civile/Délégation de Bunia 	Abbé Sakpa Kiguma 
Société Civile/Bas-Congo 		Marceline Kibungi 
Société Civile de l’Ituri 			Bhavira Michel 
Société Civile du Nord Kivu 		Abbé Muholongu Malu Malu 
Société Civile de Bandundu (Kikwit) 	Viviane Kibuluku 
Société Civile/Nord Kivu (Beni) 		Dyna Masika Yalala 
Société Civile/Equateur 			Toussaint Balay 
Société Civile Bas Uele 			(illisible) 		
Société Civile/Ituri 			Dr. Amuli Alimasi 
Société Civile/Maniema 		Azama Asani 
Société Civile/Bandundu 		Sébastien Mawetemoke Mbokoso 
Société Civile/Prov. Orientale (Buta) 	Raymond Tebulani Enkose 
Société Civile/Bandundu 		Dr. Anicet Kipasa Mungala 
Société Civile/Kinshasa 			Mbelu Brosha 
Société Civile 				Modeste Mutinga 
Société Civile/Equateur (Gemena) 	Selinga K.W. 
Société Civile/Kinshasa 			Georges Kombo Tonga Booke 
Société Civile/Nord Kivu 		Denis Masumbuko Ngwasi 
Société Civile/Prov. Or. (Kisangani) 	(illisible) 
Société Civile/Kasaï Oriental 		Gertrude Biaya Ndaya 
Société Civile/Sud Kivu 			Aurélie Bitondo 
Société Civile/Kinshasa 			Pierre Anatole Matusila (porte-parole) 
Société Civile/Bas-Congo 		Mgr. Philippe Dinzolele 
Société Civile R.P. 			Jean-Luc Kuye (président) 
Société Civile/Maniema 		Ramazani Kabengwe
",,,COD,,490.0,,283,1291,,905,Yes,"This agreement addresses the structures and functioning of transitional institutions. Specifically it provides for the their mandates and compositions of the transitional government, the presidency, the national assembly, the Senate, the Courts and Tribunals, Armed Forces and a working group for the transitional constitution project. ","Framework-substantive, partial",Intrastate,Accord Politique pour la gestion consensuelle de la transition en République Démocratique du Congo (2002-04-19),https://www.peaceagreements.org/view/623,https://www.peaceagreements.org/viewmasterdocument/623,https://www.peaceagreements.org/generateAgreementPDF/623,2002,3
Democratic Republic of Congo,Government,28,DRC: Second Congo war process,Africa (excl MENA),213,1,Acte d'Engagement Gaborone,2001-08-24,Multiparty signed/agreed,2,4718,Intra,Pre,Conf,"Unsigned copy. 
The parties are defined in the agreement as: The Government of the Democratic Republic of Congo, the Congo Liberation Movement (Mouvement pour la Libération du Congo, MLC), the Congolese Rally for Democracy (Rassemblement pour la Démocratie, RCD), the political opposition organisations and groups, and the “life-blood” of the nation.",In the presence of Ketumile Masire (then President of Botswana) as the neutral  facilitator of the inter-congolese political negotiations,"- Lusaka Ceasefire Agreement signed on 10 and 30 July, and 31 August, 1999, in Lusaka, 
- The relevant resolutions of the United Nations Security Council on the Inter-Congolese political negotiations
- the Declaration of Fundamental Principles signed in Lusaka on 4 May 2001 by the signatory Parties to the above Agreement",COD,,490.0,,283,,,905,No,"This agreement between the DRC Government, the MLC, the RCD and political opposition parties covers a range of issues including liberalisation of political life, human rights and humanitarian issues, political prisoner release and suspension of military court proceedings for civilian cases, and a range of security issues.",Pre-negotiation,Intrastate,Acte d'Engagement Gaborone (2001-08-24),https://www.peaceagreements.org/view/213,https://www.peaceagreements.org/viewmasterdocument/213,https://www.peaceagreements.org/generateAgreementPDF/213,2001,1
Democratic Republic of Congo,Government,28,DRC: Second Congo war process,Africa (excl MENA),356,1,Declaration of Fundamental Principles of the Inter-Congolese Political Negotiations,2001-05-04,Multiparty signed/agreed,2,2120,Intra,Pre,Prin,"Signed (illegible)
The Government of the Democratic Republic of Congo

Movement for the Liberation of Congo

Congolese Rally for Democracy

Congolese Rally for Democracy-ML",,"Page 1, I. Preamble:

Recalling the Lusaka Ceasefire Agreement",COD,,490.0,,283,1288,,905,No,This short agreement defines the principles for the final settlement for the Inter- Congolese Political Negotiations.,Pre-negotiation,Intrastate,Declaration of Fundamental Principles of the Inter-Congolese Political Negotiations (2001-05-04),https://www.peaceagreements.org/view/356,https://www.peaceagreements.org/viewmasterdocument/356,https://www.peaceagreements.org/generateAgreementPDF/356,2001,1
Democratic Republic of Congo,Government,28,DRC: Second Congo war process,Africa (excl MENA),319,1,Ceasefire Agreement (Lusaka Agreement),1999-07-10,Multiparty signed/agreed,30,28999,Intra,Cea,CeaMix,"The Republic of Angola, the Democratic Republic of the Congo, The Republic of Namibia, The Republic of Rwanda, The Republic of Uganda, The Republic of Zimbabwe. Movement for the Liberation of the Congo (signed on 01/08/1999). 

Congolese Rally for Democracy (RCD) (signed on 31/08/1999)","AS WITNESSES:

The Republic of Zambia, the Organization for African Unity (OAU), the United Nations and the Southern African Development Community (SADC)","Page 2, Annex , Preamble

RECALLING the Pretoria Summit Communiwue dated 23rd August, 1998 re-affirming that all ethnic groups and nationalities whose people and territory constituted what became Congo (now DRC) at independence must enjoy equal rights and protection under the law as citizens.

Page 3, Annex , Preamble

REITERATING the call made at the Second Victoria Falls Summit held from 7 to 8 September, 1998 as contained in the Joint Communiqué of the Summit, for the immediate cessation of hostilities:

Page 3, Annex , Preamble

RECALLING the mandate, contained in the Victoria Falls II Joint Communiqué, give to the Minister of Defence and other officials working in close cooperation with OAU and the UN to establish the modalities for effecting an immediate ceasefire and put in place a mechanism for monitoring compliance with the ceasefire provisions:

Page 3, Annex , Preamble

RECALLING further the Peace Agreement signed on 18 April, 1999 at Sirte (Libya);

",COD,,490.0,,283,1004,,905,No,"Provided for cessation of hostilities. Parties expressed their commitment to addressing security concerns of DRC and neighbouring countries and to the exchange of prisoners of war and release of other detainees.  Provision was also made for the facilitation of humanitarian assistance; a UN peacekeeping force; a Joint Military Commission; the final withdrawal of foreign forces; re-establishment of state administration and open dialogue; formation of a national, integrated army; and a mechanism for disarmament and measures to facilitate repatriation of militias.  Reaffirmed the sovereignty and territorial integrity of DRC and acceptance of the idea of equal rights for all citizens.  Annexes gave further details on the implementation of various parts of the agreement and provided a timetable for implementation. Cessation of hostilities within 24 hs of signing the Agreement; agreed terms for inter-Congolese political negotiations; agreed calender for implementation.",Ceasefire,Intrastate,Ceasefire Agreement (Lusaka Agreement) (1999-07-10),https://www.peaceagreements.org/view/319,https://www.peaceagreements.org/viewmasterdocument/319,https://www.peaceagreements.org/generateAgreementPDF/319,1999,2
Democratic Republic of Congo,Government,28,DRC: Second Congo war process,Africa (excl MENA),1043,1,Sirte Peace Agreement,1999-04-18,Multiparty signed/agreed,2,3079,Intra,Pre,Prin,"(Signed) H.E. Yoweri Kaguta MUSEVENI, President of the Republic of Uganda
(Signed) H.E. Idriss DEBY, President of the Republic of Chad
(Signed) H.E. Issaias AFEWORKI, President of the State of Eritrea 
(Signed) H.E. Laurant Désiré KABILA, President of the Democratic Republic of Congo

","(Signed) Col. Muamar EL-GADDAFI, Leader of the Great El-Fateh Revolution and Coordinator of the Peace Process in the Great Lakes",,COD,,490.0,,283,,,905,No,The Sirte Peace Agreement is linked to the Lusaka Peace Process. The Sirte Agreement is a declaration of commitment to the ongoing regional peace process and calls for a ceasefire.,Pre-negotiation,Intrastate,Sirte Peace Agreement (1999-04-18),https://www.peaceagreements.org/view/1043,https://www.peaceagreements.org/viewmasterdocument/1043,https://www.peaceagreements.org/generateAgreementPDF/1043,1999,1
Democratic Republic of Congo/Rwanda,Government/territory,173,DRC: Angola-led process for Eastern DRC,Africa (excl MENA),2451,7,"Final Communique – Tripartite Meeting of Ministers of External Relations Foreign Affairs of the Republic of Angola, the Democratic Republic of Congo and the Republic of Rwanda",2022-11-05,Multiparty signed/agreed,2,5191,InterIntra,Imp,ImpMod,"On behalf of the Democratic Republic of Congo
H.E. Christophe LUTUNDULA APALA Pen’APALA,
Deputy Prime Minister and Minister of Foreign Affairs

On behalf of the Republic of Rwanda
H.E. Vincent BIRUTA,
Minister of Foreign Affairs and International Cooperation


","On behalf of the Republic of Angola (providing mediation)
H.E. the Ambassador Téte António, the Minister of International Relations of the Republic of Angola and current Chair of the Regional Interministerial Committee of the International of the CIRGL [International Conference on the Great Lakes Region]","Page 1:
Luanda Roadmap from 6 July 2022",COD,,490.0,,283,,,,No,"In this short agreement, the foreign affairs ministers of DRC and Rwanda, supported by their Angolan counterpart, agree to continue with the implementation of the previously agreed measures to resolve the problem of cross-border activities of armed groups (primarily referring to M23).  ",Implementation,Interstate/mixed,"Final Communique – Tripartite Meeting of Ministers of External Relations Foreign Affairs of the Republic of Angola, the Democratic Republic of Congo and the Republic of Rwanda (2022-11-05)",https://www.peaceagreements.org/view/2451,https://www.peaceagreements.org/viewmasterdocument/2451,https://www.peaceagreements.org/generateAgreementPDF/2451,2022,5
Democratic Republic of Congo/Rwanda,Government/territory,173,DRC: Angola-led process for Eastern DRC,Africa (excl MENA),2538,7,ICGLR Roadmap on the Pacification in the Eastern Region of DRC (Luanda Roadmap),2022-07-06,Multiparty signed/agreed,7,5289,InterIntra,Imp,ImpMod,"Agreement copy not signed, but secondary sources confirm signing by

Democratic Republic of Congo
Republic of Rwanda ","Agreement copy not signed, but secondary sources confirm third parties as 

President of Angola
ICGLR (International Conference on the Great Lakes Region) ","Page 1: 
Nairobi Final Communique 

Page 5:
Feuille de route conjointe des activités relatives au rapartriement en RDC des combattants ex-M23 (la faction Runiga) présents en République du Rwanda",COD,,490.0,,283,,,,No,"In this short agreement, DRC and Rwanda continue discussion regarding the involvement of M23 in fighting in Eastern DRC and aim to support the return of M23 fighters. They also commit to further talks and ask for an ICGLR summit to be convened in support.",Implementation,Interstate/mixed,ICGLR Roadmap on the Pacification in the Eastern Region of DRC (Luanda Roadmap) (2022-07-06),https://www.peaceagreements.org/view/2538,https://www.peaceagreements.org/viewmasterdocument/2538,https://www.peaceagreements.org/generateAgreementPDF/2538,2022,5
Democratic Republic of Congo/Rwanda,Government,28,DRC: Second Congo war process,Africa (excl MENA),477,1,Peace Agreement Between the Governments of the Republic of Rwanda and the Democratic Republic of the Congo on the Withdrawal of the Rwandan Troops from the Territory of the Democratic Republic of the Congo and the Dismantling of the Ex-FAR and Interahamwe Forces in the Democratic Republic of the Congo (DRC),2002-07-30,Multiparty signed/agreed,3,9140,InterIntra,SubPar,MultIss,The Democratic Republic of Congo; Rwanda,"African Union, UN, South Africa (facilitator)- unclear whether or who signed",The Lusaka Ceasefire Agreement,COD,RWA,490.0,517.0,283,,,905,No,"Agreement detailing withdrawal of Rwandan forces from DRC, and DDR of paramilitary forces in DRC. Considerable international involvement envisaged in implementation and monitoring","Framework-substantive, partial",Interstate/mixed,Peace Agreement Between the Governments of the Republic of Rwanda and the Democratic Republic of the Congo on the Withdrawal of the Rwandan Troops from the Territory of the Democratic Republic of the Congo and the Dismantling of the Ex-FAR and Interahamwe Forces in the Democratic Republic of the Congo (DRC) (2002-07-30),https://www.peaceagreements.org/view/477,https://www.peaceagreements.org/viewmasterdocument/477,https://www.peaceagreements.org/generateAgreementPDF/477,2002,3
